,Estado,FechasFechaPublicacion,Nombre,CompradorNombreOrganismo,CompradorCodigoOrganismo,AdjudicacionUrlActa,CodigoExterno
4280,Desierta o art 3 o 9 Ley 19 886,2016-11-11T16:37:00,MEDICAMENTOS PARA ENFERMEDADES NO TRANSMISIBLES,Ilustre Municipalidad de Tierra Amarilla,7360,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=bTcZBIY9sfG1ZizFLLLzya8NSiEmFLeUODvWgaB4WIw=,4484-53-LE16
4284,Adjudicada,2016-11-30T12:54:49.853,MEDICAMENTOS PARA ENFERMEDADES NO TRANSMISIBLES,Ilustre Municipalidad de Tierra Amarilla,7360,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GNkpbskWmYcezxwzkypzQCrvtMT4J8qhgoDk9FzpiLc=,4484-59-LE16
217,Desierta o art 3 o 9 Ley 19 886,2016-11-11T16:57:00,Adquirir Seguros Gobernacion Provincial de Aysen,Gobernacion Provincial de Aysen,7059,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DsERtzFuA0YvUz9jNH03oxASDn5Ek8Lb1UKNYk+J4lc=,1415-16-L116
218,Adjudicada,2016-11-30T17:58:39.423,Adquirir Seguros Gobernacion Provincial de Aysen,Gobernacion Provincial de Aysen,7059,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UToTG3xrwmqBO5pSywNrsUidzWFdiEB+1b1Ql5RXLek=,1415-17-E216
3921,Desierta o art 3 o 9 Ley 19 886,2016-11-11T17:00:05.647,aire acondicionado UPC Adulto y Esterilizacion,Complejo Asistencial Dr Sotero del Rio,7320,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=OeAngBL93x0irt8+7GFvVlgZw2mr3JnfGreUlYdrVUs=,403-144-LE16
522,Desierta o art 3 o 9 Ley 19 886,2016-11-11T17:48:09.57,COMPRA DE OPTICAS PARA SUBDEPARTAMENTO INFANTIL,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UnLnWEIEq30InuETry+2TEeTMvrlzQ9YgsQ+XN2GDoM=,1553-1942-LE16
4227,Desierta o art 3 o 9 Ley 19 886,2016-11-11T17:50:34.33,SERVICIO DE TRASLADO ACT MUNICIPALES,Ilustre Municipalidad de Hualqui,140867,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HvBCpIAcFtbsu4zGZTBBWqHTiK2LcGmb35IMKqSe1Sk=,4454-76-L116
523,Desierta o art 3 o 9 Ley 19 886,2016-11-11T19:57:36.913,Insumos Diciembre 2016 Guantes Vinilo,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/ytZVN3pRjwtB74oLwf8YdH2FobBStn9FEaM65lXLMY=,1553-1943-L116
3332,Desierta o art 3 o 9 Ley 19 886,2016-11-13T21:31:59.29,MATERIALES ESCUELAS MUNICIPALES,Ilustre Municipalidad de Vilcun,115009,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Pvyvj1AdJ5dUISaAHlwfgTHk4EEn7NiXovXwqf6Yyig=,3494-151-LE16
5168,Desierta o art 3 o 9 Ley 19 886,2016-11-14T09:52:22.767,CAMARA D/VIGILANCIA Y CAMARA FIJA MINI DOMO SP20007261 ECY,METRO S A,7074,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dECCFXYMcXp/9P2EdPmyxMOet1QNq9CzsT9Lsbk6cBc=,729-476-LE16
5481,Desierta o art 3 o 9 Ley 19 886,2016-11-14T10:07:36.063,SENALES REGLAMENTARIAS Y DE ADVERTENCIA,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hMJTQh9GVwMqA1pmtpBjEPmAtTstpICqnhPD6LlySco=,999-61-LE16
2143,Desierta o art 3 o 9 Ley 19 886,2016-11-14T10:54:59.247,BAUL MADERA y PANEL DESMONTABLE,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=1V+Si8R781sZB2fFo2zJ4g2a1BCUee6i3lNuDCuwnuI=,2410-273-L116
1650,Desierta o art 3 o 9 Ley 19 886,2016-11-14T11:31:33.827,HIPERFLEX ELCAL D DECRETO 2000 2959 mms,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=IQsf0yP0p4Q0V8g9gwbwx+eq3zY/hAbFVMDFi61FHNM=,2273-1079-L116
15,Desierta o art 3 o 9 Ley 19 886,2016-11-14T11:35:13.153,Arriendo de Equipos,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=bkI28ufuEnIzjZmefZsT7fc7zY8HqfAByfRdsHsNGkA=,1006-34-LE16
4624,Desierta o art 3 o 9 Ley 19 886,2016-11-14T11:58:17.103,COCTAIL Y CAFE BREAK,Ilustre Municipalidad de Renaico,118073,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/3x+shx5Rx1Q5bIY3V152MoOwMiD+0Gc0bgaD4Y9J3o=,513776-28-L116
4625,Adjudicada,2016-11-23T11:48:19.35,COCTAIL Y CAFE BREAK,Ilustre Municipalidad de Renaico,118073,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=aaUAZq8VgWQU/NZVtMj1ye7XFq0h3owEB0vSA1+WJ5U=,513776-33-L116
203,Desierta o art 3 o 9 Ley 19 886,2016-11-14T12:14:15.847,EQUIPO CASCADA LLENADO CILINDROS AIRE RESPIRABLE,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=zUB3VpPk3ks57bDzAW11v9gmzSsGfiaSp0OmXz5vuh0=,1409-76-L116
403,Desierta o art 3 o 9 Ley 19 886,2016-11-14T12:28:11.44,servicio salon de eventosy alimentacion dialogo ciudadano chanaral,Servicio de Salud Atacama,7409,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=MhHP/5o5trR1THhjxsczw+S+Ez8a64O43w+jRtMZJTc=,1552-66-L116
4058,Desierta o art 3 o 9 Ley 19 886,2016-11-14T14:00:10.207,Diseno y mejora climatizacion Palacio Tribunales,Corporacion Administrativa del Poder Judicial,7342,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=wfP8dpgTeUWIj6u1JGUkHs/dsqPbCnwTmwmKixrAu5o=,425-72-LP16
4911,Desierta o art 3 o 9 Ley 19 886,2016-11-14T14:33:00.337,Muebles para sala de trampas y revision de muestra,Servicio Agricola y Ganadero,6919,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rcRbPYWTgFWXgXMu8pO88+7hJKha1SEkVxP11UJ7yRo=,5690-31-L116
5199,Desierta o art 3 o 9 Ley 19 886,2016-11-14T15:18:51.96,LICITACION DE JAULAS Y MAMADERAS PARA RATAS,UNIVERSIDAD ARTURO PRAT SEDE IQUIQUE,7254,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=P4n5uvpV0PBWb9HzL5rsb0n31uTxrwDuZcA6TIuLJhU=,747064-23-L116
1935,Desierta o art 3 o 9 Ley 19 886,2016-11-14T15:39:51.943,SERVICIO INTEGRAL DE ARRIENDO Y MANTENCION DE BANOS PORTATILES QUIMICOS,Ilustre Municipalidad de Recoleta,7325,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LmYz9ncg7wolckB+Jkjm3BD6qrkdpQUm7I3RfFNadOs=,2373-54-LE16
1652,Desierta o art 3 o 9 Ley 19 886,2016-11-14T16:03:44.62,ALOGENOS Y OTROS D C 2000 2933 SFR,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GEQbnIReSoV9mhTVo2BIOOO3ZAjuKwzlvItToUujvPc=,2273-1082-L116
3298,Desierta o art 3 o 9 Ley 19 886,2016-11-14T16:23:31.383,MATERIALES E INSUMOS AGRICOLAS,IMUNICIPALIDAD DE NUEVA IMPERIAL,114924,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vdHCE7JZn2A20/xzHGk6Eqh77rb2YXFtju0rmu9fYfY=,3485-291-L116
5414,Desierta o art 3 o 9 Ley 19 886,2016-11-14T16:26:32.973,hva serv rev microsc y cama anexa Lab SAG Aysen,Servicio Agricola y Ganadero,6919,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4TJaBGz1bIIObEY8GkyK8JfnmGcqx96hMibsVgVm+lI=,907-40-L116
4130,Desierta o art 3 o 9 Ley 19 886,2016-11-15T08:58:16.817,PLANTAS CRESPON SEGUN MEMO N 107 DE ASEO Y ORNATO,Ilustre Municipalidad de Cauquenes,7351,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GrrFt+ulRuU/WD8RxmRcWKfpbgm2Z4tDe0kzsagSKEE=,434-364-L116
112,Desierta o art 3 o 9 Ley 19 886,2016-11-15T09:39:17.777,CONVENIO DE MANTENCION REPARACION Y SUMINISTRO DE REPUESTOS PARA VEHICULOS MULTIMARCAS,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=i0t3thOuFqGB9bvKTXjnoTkV+nfFcWoynZWSeI1IR08=,1336-29-LE16
3809,Desierta o art 3 o 9 Ley 19 886,2016-11-15T09:44:31.467,INSUMOS DE OSTOMIA,Ilustre Municipalidad de Lebu,118096,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PrnfQhJX7ZXW2HFoIHSagBRKqiry/yAERJTg4ytTtgA=,3942-126-L116
2939,Desierta o art 3 o 9 Ley 19 886,2016-11-15T09:50:10.457,MATERIALES PROY 920 PMU E MEJORAMIENTO SEDE CLUB LEONEL SANCHEZ,MUNICIPALIDAD DE LOTA,113259,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hJdu3GV3Bi9R9I6fgqn2X9CFV55GLMnjByXVZ1TGFA0=,3017-840-L116
5424,Desierta o art 3 o 9 Ley 19 886,2016-11-02T19:58:08.873,ADQUISICION DE DISPENSADOR Y SUMINISTRO DE BOTELLON CFLL,Gobernacion Provincial de Los Andes,7009,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hioOX1Mlx7fxgeVjF6BZc46O8zxi548ccue8eb6lCns=,92-33-L116
5426,Desierta o art 3 o 9 Ley 19 886,2016-11-15T10:36:37.26,ADQUISICION DE DISPENSADOR Y SUMINISTRO DE BOTELLON CFLL,Gobernacion Provincial de Los Andes,7009,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PDH/SqeJuPRs3TGfhSvm2fUF0tXjLuN/daZs8ZbDxjY=,92-35-L116
1890,Desierta o art 3 o 9 Ley 19 886,2016-11-15T10:51:06.797,PRODUCCION DE EVENTO CELEBRACION FIESTA DE NAVIDAD,MUNICIPALIDAD DE LAS CONDES,86571,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LfXcGgiD7NOdzes3qe8XAeMOpBSmTCqvLUPaJiqTdPM=,2345-375-LE16
3078,Desierta o art 3 o 9 Ley 19 886,2016-11-15T11:02:29.23,CORTINAS DIR ABASTECIMIENTO,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=+7mkNL9ZSpDpt+Dqkfgre7m3ojRN4u3K0vu8DqoYvSw=,3179-133-L116
3079,Adjudicada,2016-11-23T17:51:06.153,CORTINAS DIR ABASTECIMIENTO,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=K2se15oAoGIsOJCwlC7ovK/j+AbkXUBhbiuckYaVsB0=,3179-149-L116
2184,Desierta o art 3 o 9 Ley 19 886,2016-11-15T11:13:08.683,EDUCACION SUMINISTROS ELECTRICOS SOL MAT E451,I MUNICIPALIDAD DE ESTACION CENTRAL,87824,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=X3ENFOOAQq+hEg4L2PVGYXlFXeqDRqn9lxMaoQ+Nh44=,2432-52-LE16
204,Desierta o art 3 o 9 Ley 19 886,2016-11-15T11:53:19.797,Servicio enmarcacion fotografias Servicio SEEI Ap El Tepual,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=omzN0LRKGdVPfj9oiYOfjYeKHTj3uxkLvEA0Qk45Qec=,1409-77-L116
3947,Desierta o art 3 o 9 Ley 19 886,2016-11-15T11:57:12.123,SERVICIO DE MOVILIZACION ADULTOS MAYORES,Ilustre Municipalidad de Yumbel,120004,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=v7b29sCMlZBVmL7vC/N+ZFn6STWRDG6RcyS7dfbH1ok=,4055-129-L116
1010,Desierta o art 3 o 9 Ley 19 886,2016-11-15T12:17:53.613,SOLICITA LA COMPRA DE INSUMOS MEDICOS MEMO 800/2556 SEP LICEO JUAN GOMEZ MILLAS,Ilustre Municipalidad de El Bosque,7496,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=u9VIWzLuRAsIshACclTPnuTpsOou+53d2hi1D7Qj9+Y=,1736-933-L116
2764,Desierta o art 3 o 9 Ley 19 886,2016-11-15T12:24:21.033,ADQUISICION DE CORTINAS Y MOTOR PROTON,ILUSTRE MUNICIPALIDAD DE CONSTITUCION,102316,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=07uVfO2xkyTWI6D2lXlPALqvullc5jMFP8dTd6iP5WQ=,2826-144-L116
5185,Desierta o art 3 o 9 Ley 19 886,2016-11-15T12:33:46.673,ADQUIS APOYO DIAGNOSTICO Y TERAPEUTICO PNHPA,SERVICIO DE SALUD AYSEN,7206,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=JWXYVr6L+ROFoGWoWzy3roTgOecXPHttYygGxlH6ITw=,734-72-L116
3071,Desierta o art 3 o 9 Ley 19 886,2016-11-04T16:08:26.097,ARTICULOS PARA CAPITANIA DE PUERTO DE HUASCO,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4o18JBafabKg+RiWkEXU1sZCpPLRx3sDitedGz/CbWM=,3175-40-L116
3073,Desierta o art 3 o 9 Ley 19 886,2016-11-15T12:34:49.143,ARTICULOS PARA CAPITANIA DE PUERTO DE HUASCO,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vTwOruDLS4IxMBFYrTLWkQqdTwcUCEH3sLYSB4QgHbM=,3175-43-L116
1755,Desierta o art 3 o 9 Ley 19 886,2016-11-15T13:03:42.813,ADQUISICION CANALETAS DE HORMIGON N/P 180 ALUMBRADO,I MUNICIPALIDAD DE TALCA,84480,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=jWgpqD549M5AbQ9M6qP6pLb9C9e8CfF9LCUN45T2aU8=,2291-128-L116
5425,Desierta o art 3 o 9 Ley 19 886,2016-11-15T13:28:38.79,ADQUISICION DE SERV DE INSTALACION DE CONTENEDORES BANOS CFLL,Gobernacion Provincial de Los Andes,7009,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=KDosMU+zsOuqq1EkSY3u+E7xCHVOFv5vnOHxFqbGNug=,92-34-LE16
3351,Desierta o art 3 o 9 Ley 19 886,2016-11-15T13:52:43.107,Adquisicion materiales radio Esc El Faro Ilto,Ilustre Municipalidad de Calbuco,115011,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0+BEz0gdA+rgLmCDg0W3nOOTcCmKDAmeqbbl2BWAmIM=,3510-76-L116
1504,Desierta o art 3 o 9 Ley 19 886,2016-11-15T14:39:35.247,Mejoramiento Banos MEL 2016 Hospital Los Lagos,Hospital de los Lagos,7425,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=cgN5FZ9a3GLv3lX1bB4v4YUhRIiiADVcUKq60AYFiHw=,2194-29-L116
126,Desierta o art 3 o 9 Ley 19 886,2016-11-15T14:47:25.513,COMPRA DE AIRE ACONDICIONADO Y DISPENSADOR DE AGUA,Gendarmeria de Chile,6925,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=x9l6l0vJlypZrylXyLqqRIpH8Np/H4eWV8Va3T9DRv8=,1376-180-L116
127,Desierta o art 3 o 9 Ley 19 886,2016-11-15T14:47:43.697,COMPRA DE MATERIALES PARA SECCION JUVENIL OBRA CE,Gendarmeria de Chile,6925,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=32OUGCHzH3FgN37hb1PDMjiFv2/7ND9wUT44IGvUhQc=,1376-181-L116
4708,Desierta o art 3 o 9 Ley 19 886,2016-11-15T15:29:24.623,SEGUROS GENERALES PERIODO 2017 2018,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=sRcihqCBv/kxDxtSUO4AchiKhl5NQGi6lh5xZvGGNXc=,5240-311-LR16
3956,Desierta o art 3 o 9 Ley 19 886,2016-11-15T16:38:46.81,Contratacion serv pesaje de aviones,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=54c70X1iU5x7S0KAZ3gQ8ZES1FBKEjxIG2TVMlauWVs=,4076-327-L116
1798,Desierta o art 3 o 9 Ley 19 886,2016-11-15T16:45:48.52,SERVICIO DE SALA CUNA PARA HIJOS FUNCIONARIOS IMO,ILUSTRE MUNICIPALIDAD DE OSORNO,84959,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AtuR+WF17z0qdLA1hSpy4QyB6PpY8Xk9A4Tbqz7NhkE=,2308-195-LE16
2002,Desierta o art 3 o 9 Ley 19 886,2016-11-15T16:45:58.84,ART ELECTRICOS Y FERRETERIA,ILUSTRE MUNICIPALIDAD DE RANCAGUA,87167,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Xqb6fIYqIOvwnh4CXqWzP/JM09ZhuIvIVBAZajliv+w=,2401-465-L116
2036,Desierta o art 3 o 9 Ley 19 886,2016-11-02T15:18:40.123,CONTRATO SUMNISTRO ORNAMENTACION,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=TD13+O8l6MYqg6Qfk+fFMtgwgtMm+D6zef4LnOpN74s=,2408-1194-L116
2071,Desierta o art 3 o 9 Ley 19 886,2016-11-15T16:47:47.39,CONTRATO SUMNISTRO ORNAMENTACION,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=qlv6n6adCjee6sre51Bm+s+C1XYWMNiulk+jnJqWnL4=,2408-1323-L116
2729,Desierta o art 3 o 9 Ley 19 886,2016-11-15T16:58:23.393,ESCANOS Y BASUREROS PMU,ILUSTRE MUNICIPALIDAD DE PAINE,100728,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=YO+s5h8FsLRjXlD124/dhjsZdGh1xqXiQSoR4xGklrQ=,2788-396-L116
2731,Adjudicada,2016-11-29T15:39:00,ESCANOS Y BASUREROS PMU,ILUSTRE MUNICIPALIDAD DE PAINE,100728,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=2r75ne/iKTb7wVWs0l+EUWEKmbQktpVzYuZG9eVCK1Y=,2788-425-L116
3938,Desierta o art 3 o 9 Ley 19 886,2016-11-15T17:00:05.993,MOBILIARIO DESTINADA SALA DE LABORATORIO DE IDIOMAS,Ilustre Municipalidad de Fresia,119651,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hjZs3zwYVIpaT8OpWj8lM6PQAkgnJd5vn4mdsWClBlM=,4041-93-L116
3153,Desierta o art 3 o 9 Ley 19 886,2016-11-15T17:02:49.917,Materiales promocion,Ilustre Municipalidad de Pelluhue,113978,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hSnwZSONSRgF2pzaQoDR7OjKLATb1grdDfQ9SAD33Zc=,3251-63-L116
3241,Desierta o art 3 o 9 Ley 19 886,2016-11-15T17:19:49.633,SERVICIO MANTENIMIENTO DE DOS TOYOTA RUNNER,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=lPBYi3HPSRD3JLnSt0okU2jBmi3Xoia+uVkGqbXBw7w=,3388-25-E216
3479,Desierta o art 3 o 9 Ley 19 886,2016-11-15T18:08:44.373,SERVICIO DE ALOJAMIENTO Y ALIMENTACION,Ilustre Municipalidad de O Higgins,115463,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=QqkF7pnm5DbgrzcGc+0/709/jjomqWCNSBj9fOrlCOg=,3622-63-L116
2222,Desierta o art 3 o 9 Ley 19 886,2016-11-15T23:27:43.45,CANASTA INTEGRAL DE OTORRINOLARINGOLOGIA,I MUNICIPALIDAD DE COQUIMBO,87901,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0PmaMetddNpAfuD7qm/Zo0zC5okCNCPAqUSEV23tSNA=,2448-152-LE16
4967,Desierta o art 3 o 9 Ley 19 886,2016-11-16T08:53:32.253,Gift Card Juguetes Bienestar VII Region Multiple,Ministerio de Obras Publicas Direccion Gral de OOPP,7249,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/1eQI9WJQLjHnJkiZVV1O6xUwkTCAYgQYBDr6yQ2C48=,607780-5-L116
515,Desierta o art 3 o 9 Ley 19 886,2016-11-09T08:33:23.33,Materiales Obras civiles,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=M4gOzecs28Oy3nS4g7nGa3BU8LW52p/wa1SxlSODP0s=,1553-1925-L116
525,Desierta o art 3 o 9 Ley 19 886,2016-11-16T09:16:50.087,Materiales Obras civiles,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hQkfxCQfTXcc/G+UlmO8Nt1L9RjH1X9t+98DF/atOuI=,1553-1947-L116
535,Adjudicada,2016-11-25T09:39:44.263,Materiales Obras civiles,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=KgjOVGVBQyLFFQCMHc/dBSiFjQ6tqpgUXGrKB6ZxxAA=,1553-1964-L116
5230,Desierta o art 3 o 9 Ley 19 886,2016-11-16T09:17:07.12,BAEB GTT/296/GUB/CV/ADQ DIAGNOSTICO DE MOTOR BUS M/BENZ,Fuerza Aerea de Chile,6946,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=sEP6K1CjW5iWGJph5VZ6PT0FykIcllhuzhgQtxqxHM0=,761391-266-L116
869,Desierta o art 3 o 9 Ley 19 886,2016-11-16T09:42:31.98,CIRUGIA TIROIDE Y PARATIROIDES FUERA DE HORARIO,Hospital Guillermo Grant Benavente,7324,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=gPiEr58j0/R6IL3/CdBFeMznABMtzrVQkyg5KGPRsCw=,1667-64-LQ16
5094,Desierta o art 3 o 9 Ley 19 886,2016-11-16T09:53:00,REMODELACION OFICINAS SEREMI MINVU REGION DE COQU,MINISTERIO DE VIVIENDA Y URBANISMO,6951,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LCw5dIVgI1vggv3WkomW3lZDvChTDN6sF8bwqCOi+ig=,658-22-LE16
2405,Desierta o art 3 o 9 Ley 19 886,2016-11-16T10:53:07.173,ADQ DE PRODUCTOS Y ACCESORIOS PARA USO VETERINARIO,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=2Ns/GZMkbsLg1gg5OuPrvOjgARJN5ZGzuEN3JMpdmic=,2585-367-LE16
4641,Desierta o art 3 o 9 Ley 19 886,2016-11-16T10:55:00,Provision del servicio de arriendo y puesta a disposicion de vehiculos motorizados para traslado de funcionarios/Codeduc/pae,Corporacion Municipal de Educacion,1035946,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hS7c2rPBWu9W651iSnTAOUDpxNlfmE1a0LpQ5GRzrE0=,515568-25-LQ16
227,Desierta o art 3 o 9 Ley 19 886,2016-11-16T11:21:33.903,MODIFICACION MOBLIARIO APART HOTEL CALAMA,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=O4pOedphDQP3bc8gfC0lAqQWYDmCSa+L20Ksr+dvRio=,1434-51-E216
3122,Desierta o art 3 o 9 Ley 19 886,2016-11-16T11:25:20.873,Productos Desechables esc 259,Ilustre Municipalidad de Cerrillos,7241,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Qds8mid3hz7Ob4jHLe1ldd7bB1vtcp8+davGhwp2NYc=,324-384-L116
